stem,class,deixis,tam
ŋ-à-ád-ì,ŋ,itive,perfective
ð-ád-ɔ́,ð,unmarked,infinitive
ð-àd-ɔ̀,ð,ventive,dependent
ð-àd-í,ð,ventive,perfective
ð-àd-ì,ð,itive,dependent
ð-á-ád-ɔ̀,ð,itive,imperfective
ð-á-àd-í,ð,ventive,imperfective
ð-à-ád-ì,ð,itive,perfective
t̪-àd-ɔ̀,t̪,ventive,dependent
t̪-àd-í,t̪,ventive,perfective
t̪-àd-ì,t̪,itive,dependent
t̪-á-ád-ɔ̀,t̪,itive,imperfective
t̪-á-àd-í,t̪,ventive,imperfective
t̪-à-ád-ì,t̪,itive,perfective
r-àd-ɔ̀,r,ventive,dependent
r-àd-í,r,ventive,perfective
r-àd-ì,r,itive,dependent
r-á-ád-ɔ̀,r,itive,imperfective
r-á-àd-í,r,ventive,imperfective
r-à-ád-ì,r,itive,perfective
n-àd-ɔ̀,n,ventive,dependent
n-àd-í,n,ventive,perfective
n-àd-ì,n,itive,dependent
n-á-ád-ɔ̀,n,itive,imperfective
n-á-àd-í,n,ventive,imperfective
n-à-ád-ì,n,itive,perfective
l-àd-ɔ̀,l,ventive,dependent
l-àd-í,l,ventive,perfective
l-àd-ì,l,itive,dependent
l-á-ád-ɔ̀,l,itive,imperfective
l-á-àd-í,l,ventive,imperfective
l-à-ád-ì,l,itive,perfective
j-àd-ɔ̀,j,ventive,dependent
j-àd-í,j,ventive,perfective
j-àd-ì,j,itive,dependent
j-á-ád-ɔ̀,j,itive,imperfective
j-á-àd-í,j,ventive,imperfective
j-à-ád-ì,j,itive,perfective
g-àd-ɔ̀,g,ventive,dependent
g-àd-í,g,ventive,perfective
g-àd-ì,g,itive,dependent
g-á-ád-ɔ̀,g,itive,imperfective
g-á-àd-í,g,ventive,imperfective
g-à-ád-ì,g,itive,perfective
ádɔ́ŋɔ́ń-ɔ́,unmarked,itive,imperative
ádɔ́ŋɔ́n-ɔ́,unmarked,itive,imperative
ádɔ́ŋ́ɔ́ń-ɔ́,unmarked,itive,imperative
ádɔ́ŋ́ɔ́n-ɔ́,unmarked,itive,imperative
àdɔ̀ŋɔ̀ǹ-ɔ́,unmarked,ventive,imperative
àdɔ̀ŋɔ̀n-ɔ́,unmarked,ventive,imperative
àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,unmarked,ventive,imperative
àdɔ̀ŋ̀ɔ̀n-ɔ́,unmarked,ventive,imperative
ɲ-àdɔ̀ŋɔ̀ǹ-ɛ̀,ɲ,itive,dependent
ɲ-àdɔ̀ŋɔ̀ǹ-ɔ́,ɲ,ventive,perfective
ɲ-àdɔ̀ŋɔ̀ǹ-ɔ̀,ɲ,ventive,dependent
ɲ-àdɔ̀ŋɔ̀n-ɛ̀,ɲ,itive,dependent
ɲ-àdɔ̀ŋɔ̀n-ɔ́,ɲ,ventive,perfective
ɲ-àdɔ̀ŋɔ̀n-ɔ̀,ɲ,ventive,dependent
ɲ-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,ɲ,itive,dependent
ɲ-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,ɲ,ventive,perfective
ɲ-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,ɲ,ventive,dependent
ɲ-àdɔ̀ŋ̀ɔ̀n-ɛ̀,ɲ,itive,dependent
ɲ-àdɔ̀ŋ̀ɔ̀n-ɔ́,ɲ,ventive,perfective
ɲ-àdɔ̀ŋ̀ɔ̀n-ɔ̀,ɲ,ventive,dependent
ɲ-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,ɲ,itive,imperfective
ɲ-á-ádɔ̀ŋɔ̀n-ɔ̀,ɲ,itive,imperfective
ɲ-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,ɲ,itive,imperfective
ɲ-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,ɲ,itive,imperfective
ɲ-á-àdɔ̀ŋɔ̀ǹ-ɔ́,ɲ,ventive,imperfective
ɲ-á-àdɔ̀ŋɔ̀n-ɔ́,ɲ,ventive,imperfective
ɲ-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,ɲ,ventive,imperfective
ɲ-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,ɲ,ventive,imperfective
ɲ-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,ɲ,itive,perfective
ɲ-à-ádɔ̀ŋɔ̀n-ɛ̀,ɲ,itive,perfective
ɲ-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,ɲ,itive,perfective
ɲ-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,ɲ,itive,perfective
ŋ-àdɔ̀ŋɔ̀ǹ-ɛ̀,ŋ,itive,dependent
ŋ-àdɔ̀ŋɔ̀ǹ-ɔ́,ŋ,ventive,perfective
ŋ-àdɔ̀ŋɔ̀ǹ-ɔ̀,ŋ,ventive,dependent
ŋ-àdɔ̀ŋɔ̀n-ɛ̀,ŋ,itive,dependent
ŋ-àdɔ̀ŋɔ̀n-ɔ́,ŋ,ventive,perfective
ŋ-àdɔ̀ŋɔ̀n-ɔ̀,ŋ,ventive,dependent
ŋ-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,ŋ,itive,dependent
ŋ-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,ŋ,ventive,perfective
ŋ-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,ŋ,ventive,dependent
ŋ-àdɔ̀ŋ̀ɔ̀n-ɛ̀,ŋ,itive,dependent
ŋ-àdɔ̀ŋ̀ɔ̀n-ɔ́,ŋ,ventive,perfective
ŋ-àdɔ̀ŋ̀ɔ̀n-ɔ̀,ŋ,ventive,dependent
ŋ-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,ŋ,itive,imperfective
ŋ-á-ádɔ̀ŋɔ̀n-ɔ̀,ŋ,itive,imperfective
ŋ-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,ŋ,itive,imperfective
ŋ-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,ŋ,itive,imperfective
ŋ-á-àdɔ̀ŋɔ̀ǹ-ɔ́,ŋ,ventive,imperfective
ŋ-á-àdɔ̀ŋɔ̀n-ɔ́,ŋ,ventive,imperfective
ŋ-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,ŋ,ventive,imperfective
ŋ-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,ŋ,ventive,imperfective
ŋ-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,ŋ,itive,perfective
ŋ-à-ádɔ̀ŋɔ̀n-ɛ̀,ŋ,itive,perfective
ŋ-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,ŋ,itive,perfective
ŋ-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,ŋ,itive,perfective
ð-ádɔ́ŋɔ́ń-ɔ́,ð,unmarked,infinitive
ð-ádɔ́ŋɔ́n-ɔ́,ð,unmarked,infinitive
ð-ádɔ́ŋ́ɔ́ń-ɔ́,ð,unmarked,infinitive
ð-ádɔ́ŋ́ɔ́n-ɔ́,ð,unmarked,infinitive
ð-àdɔ̀ŋɔ̀ǹ-ɛ̀,ð,itive,dependent
ð-àdɔ̀ŋɔ̀ǹ-ɔ́,ð,ventive,perfective
ð-àdɔ̀ŋɔ̀ǹ-ɔ̀,ð,ventive,dependent
ð-àdɔ̀ŋɔ̀n-ɛ̀,ð,itive,dependent
ð-àdɔ̀ŋɔ̀n-ɔ́,ð,ventive,perfective
ð-àdɔ̀ŋɔ̀n-ɔ̀,ð,ventive,dependent
ð-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,ð,itive,dependent
ð-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,ð,ventive,perfective
ð-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,ð,ventive,dependent
ð-àdɔ̀ŋ̀ɔ̀n-ɛ̀,ð,itive,dependent
ð-àdɔ̀ŋ̀ɔ̀n-ɔ́,ð,ventive,perfective
ð-àdɔ̀ŋ̀ɔ̀n-ɔ̀,ð,ventive,dependent
ð-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,ð,itive,imperfective
ð-á-ádɔ̀ŋɔ̀n-ɔ̀,ð,itive,imperfective
ð-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,ð,itive,imperfective
ð-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,ð,itive,imperfective
ð-á-àdɔ̀ŋɔ̀ǹ-ɔ́,ð,ventive,imperfective
ð-á-àdɔ̀ŋɔ̀n-ɔ́,ð,ventive,imperfective
ð-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,ð,ventive,imperfective
ð-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,ð,ventive,imperfective
ð-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,ð,itive,perfective
ð-à-ádɔ̀ŋɔ̀n-ɛ̀,ð,itive,perfective
ð-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,ð,itive,perfective
ð-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,ð,itive,perfective
t̪-àdɔ̀ŋɔ̀ǹ-ɛ̀,t̪,itive,dependent
t̪-àdɔ̀ŋɔ̀ǹ-ɔ́,t̪,ventive,perfective
t̪-àdɔ̀ŋɔ̀ǹ-ɔ̀,t̪,ventive,dependent
t̪-àdɔ̀ŋɔ̀n-ɛ̀,t̪,itive,dependent
t̪-àdɔ̀ŋɔ̀n-ɔ́,t̪,ventive,perfective
t̪-àdɔ̀ŋɔ̀n-ɔ̀,t̪,ventive,dependent
t̪-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,t̪,itive,dependent
t̪-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,t̪,ventive,perfective
t̪-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,t̪,ventive,dependent
t̪-àdɔ̀ŋ̀ɔ̀n-ɛ̀,t̪,itive,dependent
t̪-àdɔ̀ŋ̀ɔ̀n-ɔ́,t̪,ventive,perfective
t̪-àdɔ̀ŋ̀ɔ̀n-ɔ̀,t̪,ventive,dependent
t̪-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,t̪,itive,imperfective
t̪-á-ádɔ̀ŋɔ̀n-ɔ̀,t̪,itive,imperfective
t̪-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,t̪,itive,imperfective
t̪-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,t̪,itive,imperfective
t̪-á-àdɔ̀ŋɔ̀ǹ-ɔ́,t̪,ventive,imperfective
t̪-á-àdɔ̀ŋɔ̀n-ɔ́,t̪,ventive,imperfective
t̪-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,t̪,ventive,imperfective
t̪-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,t̪,ventive,imperfective
t̪-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,t̪,itive,perfective
t̪-à-ádɔ̀ŋɔ̀n-ɛ̀,t̪,itive,perfective
t̪-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,t̪,itive,perfective
t̪-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,t̪,itive,perfective
r-àdɔ̀ŋɔ̀ǹ-ɛ̀,r,itive,dependent
r-àdɔ̀ŋɔ̀ǹ-ɔ́,r,ventive,perfective
r-àdɔ̀ŋɔ̀ǹ-ɔ̀,r,ventive,dependent
r-àdɔ̀ŋɔ̀n-ɛ̀,r,itive,dependent
r-àdɔ̀ŋɔ̀n-ɔ́,r,ventive,perfective
r-àdɔ̀ŋɔ̀n-ɔ̀,r,ventive,dependent
r-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,r,itive,dependent
r-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,r,ventive,perfective
r-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,r,ventive,dependent
r-àdɔ̀ŋ̀ɔ̀n-ɛ̀,r,itive,dependent
r-àdɔ̀ŋ̀ɔ̀n-ɔ́,r,ventive,perfective
r-àdɔ̀ŋ̀ɔ̀n-ɔ̀,r,ventive,dependent
r-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,r,itive,imperfective
r-á-ádɔ̀ŋɔ̀n-ɔ̀,r,itive,imperfective
r-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,r,itive,imperfective
r-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,r,itive,imperfective
r-á-àdɔ̀ŋɔ̀ǹ-ɔ́,r,ventive,imperfective
r-á-àdɔ̀ŋɔ̀n-ɔ́,r,ventive,imperfective
r-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,r,ventive,imperfective
r-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,r,ventive,imperfective
r-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,r,itive,perfective
r-à-ádɔ̀ŋɔ̀n-ɛ̀,r,itive,perfective
r-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,r,itive,perfective
r-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,r,itive,perfective
n-àdɔ̀ŋɔ̀ǹ-ɛ̀,n,itive,dependent
n-àdɔ̀ŋɔ̀ǹ-ɔ́,n,ventive,perfective
n-àdɔ̀ŋɔ̀ǹ-ɔ̀,n,ventive,dependent
n-àdɔ̀ŋɔ̀n-ɛ̀,n,itive,dependent
n-àdɔ̀ŋɔ̀n-ɔ́,n,ventive,perfective
n-àdɔ̀ŋɔ̀n-ɔ̀,n,ventive,dependent
n-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,n,itive,dependent
n-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,n,ventive,perfective
n-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,n,ventive,dependent
n-àdɔ̀ŋ̀ɔ̀n-ɛ̀,n,itive,dependent
n-àdɔ̀ŋ̀ɔ̀n-ɔ́,n,ventive,perfective
n-àdɔ̀ŋ̀ɔ̀n-ɔ̀,n,ventive,dependent
n-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,n,itive,imperfective
n-á-ádɔ̀ŋɔ̀n-ɔ̀,n,itive,imperfective
n-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,n,itive,imperfective
n-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,n,itive,imperfective
n-á-àdɔ̀ŋɔ̀ǹ-ɔ́,n,ventive,imperfective
n-á-àdɔ̀ŋɔ̀n-ɔ́,n,ventive,imperfective
n-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,n,ventive,imperfective
n-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,n,ventive,imperfective
n-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,n,itive,perfective
n-à-ádɔ̀ŋɔ̀n-ɛ̀,n,itive,perfective
n-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,n,itive,perfective
n-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,n,itive,perfective
l-àdɔ̀ŋɔ̀ǹ-ɛ̀,l,itive,dependent
l-àdɔ̀ŋɔ̀ǹ-ɔ́,l,ventive,perfective
l-àdɔ̀ŋɔ̀ǹ-ɔ̀,l,ventive,dependent
l-àdɔ̀ŋɔ̀n-ɛ̀,l,itive,dependent
l-àdɔ̀ŋɔ̀n-ɔ́,l,ventive,perfective
l-àdɔ̀ŋɔ̀n-ɔ̀,l,ventive,dependent
l-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,l,itive,dependent
l-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,l,ventive,perfective
l-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,l,ventive,dependent
l-àdɔ̀ŋ̀ɔ̀n-ɛ̀,l,itive,dependent
l-àdɔ̀ŋ̀ɔ̀n-ɔ́,l,ventive,perfective
l-àdɔ̀ŋ̀ɔ̀n-ɔ̀,l,ventive,dependent
l-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,l,itive,imperfective
l-á-ádɔ̀ŋɔ̀n-ɔ̀,l,itive,imperfective
l-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,l,itive,imperfective
l-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,l,itive,imperfective
l-á-àdɔ̀ŋɔ̀ǹ-ɔ́,l,ventive,imperfective
l-á-àdɔ̀ŋɔ̀n-ɔ́,l,ventive,imperfective
l-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,l,ventive,imperfective
l-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,l,ventive,imperfective
l-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,l,itive,perfective
l-à-ádɔ̀ŋɔ̀n-ɛ̀,l,itive,perfective
l-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,l,itive,perfective
l-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,l,itive,perfective
j-àdɔ̀ŋɔ̀ǹ-ɛ̀,j,itive,dependent
j-àdɔ̀ŋɔ̀ǹ-ɔ́,j,ventive,perfective
j-àdɔ̀ŋɔ̀ǹ-ɔ̀,j,ventive,dependent
j-àdɔ̀ŋɔ̀n-ɛ̀,j,itive,dependent
j-àdɔ̀ŋɔ̀n-ɔ́,j,ventive,perfective
j-àdɔ̀ŋɔ̀n-ɔ̀,j,ventive,dependent
j-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,j,itive,dependent
j-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,j,ventive,perfective
j-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,j,ventive,dependent
j-àdɔ̀ŋ̀ɔ̀n-ɛ̀,j,itive,dependent
j-àdɔ̀ŋ̀ɔ̀n-ɔ́,j,ventive,perfective
j-àdɔ̀ŋ̀ɔ̀n-ɔ̀,j,ventive,dependent
j-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,j,itive,imperfective
j-á-ádɔ̀ŋɔ̀n-ɔ̀,j,itive,imperfective
j-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,j,itive,imperfective
j-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,j,itive,imperfective
j-á-àdɔ̀ŋɔ̀ǹ-ɔ́,j,ventive,imperfective
j-á-àdɔ̀ŋɔ̀n-ɔ́,j,ventive,imperfective
j-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,j,ventive,imperfective
j-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,j,ventive,imperfective
j-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,j,itive,perfective
j-à-ádɔ̀ŋɔ̀n-ɛ̀,j,itive,perfective
j-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,j,itive,perfective
j-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,j,itive,perfective
g-àdɔ̀ŋɔ̀ǹ-ɛ̀,g,itive,dependent
g-àdɔ̀ŋɔ̀ǹ-ɔ́,g,ventive,perfective
g-àdɔ̀ŋɔ̀ǹ-ɔ̀,g,ventive,dependent
g-àdɔ̀ŋɔ̀n-ɛ̀,g,itive,dependent
g-àdɔ̀ŋɔ̀n-ɔ́,g,ventive,perfective
g-àdɔ̀ŋɔ̀n-ɔ̀,g,ventive,dependent
g-àdɔ̀ŋ̀ɔ̀ǹ-ɛ̀,g,itive,dependent
g-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,g,ventive,perfective
g-àdɔ̀ŋ̀ɔ̀ǹ-ɔ̀,g,ventive,dependent
g-àdɔ̀ŋ̀ɔ̀n-ɛ̀,g,itive,dependent
g-àdɔ̀ŋ̀ɔ̀n-ɔ́,g,ventive,perfective
g-àdɔ̀ŋ̀ɔ̀n-ɔ̀,g,ventive,dependent
g-á-ádɔ̀ŋɔ̀ǹ-ɔ̀,g,itive,imperfective
g-á-ádɔ̀ŋɔ̀n-ɔ̀,g,itive,imperfective
g-á-ádɔ̀ŋ̀ɔ̀ǹ-ɔ̀,g,itive,imperfective
g-á-ádɔ̀ŋ̀ɔ̀n-ɔ̀,g,itive,imperfective
g-á-àdɔ̀ŋɔ̀ǹ-ɔ́,g,ventive,imperfective
g-á-àdɔ̀ŋɔ̀n-ɔ́,g,ventive,imperfective
g-á-àdɔ̀ŋ̀ɔ̀ǹ-ɔ́,g,ventive,imperfective
g-á-àdɔ̀ŋ̀ɔ̀n-ɔ́,g,ventive,imperfective
g-à-ádɔ̀ŋɔ̀ǹ-ɛ̀,g,itive,perfective
g-à-ádɔ̀ŋɔ̀n-ɛ̀,g,itive,perfective
g-à-ádɔ̀ŋ̀ɔ̀ǹ-ɛ̀,g,itive,perfective
g-à-ádɔ̀ŋ̀ɔ̀n-ɛ̀,g,itive,perfective
kə́lc-í,unmarked,itive,imperative
kə́ĺc-í,unmarked,itive,imperative
kə̀lc-á,unmarked,ventive,imperative
kə̀l̀c-á,unmarked,ventive,imperative
ɲə̀-kə̀lc-í,ɲ,ventive,perfective
ɲə̀-kə̀lc-ì,ɲ,itive,dependent
ɲə̀-kə̀lc-à,ɲ,ventive,dependent
ɲə̀-kə̀l̀c-í,ɲ,ventive,perfective
ɲə̀-kə̀l̀c-ì,ɲ,itive,dependent
ɲə̀-kə̀l̀c-à,ɲ,ventive,dependent
ɲ-á-kə́lc-à,ɲ,itive,imperfective
ɲ-á-kə́l̀c-à,ɲ,itive,imperfective
ɲ-á-kə̀lc-í,ɲ,ventive,imperfective
ɲ-á-kə̀l̀c-í,ɲ,ventive,imperfective
ɲ-à-kə́lc-ì,ɲ,itive,perfective
ɲ-à-kə́l̀c-ì,ɲ,itive,perfective
ŋə̀-kə̀lc-í,ŋ,ventive,perfective
ŋə̀-kə̀lc-ì,ŋ,itive,dependent
ŋə̀-kə̀lc-à,ŋ,ventive,dependent
ŋə̀-kə̀l̀c-í,ŋ,ventive,perfective
ŋə̀-kə̀l̀c-ì,ŋ,itive,dependent
ŋə̀-kə̀l̀c-à,ŋ,ventive,dependent
ŋ-á-kə́lc-à,ŋ,itive,imperfective
ŋ-á-kə́l̀c-à,ŋ,itive,imperfective
ŋ-á-kə̀lc-í,ŋ,ventive,imperfective
ŋ-á-kə̀l̀c-í,ŋ,ventive,imperfective
ŋ-à-kə́lc-ì,ŋ,itive,perfective
ŋ-à-kə́l̀c-ì,ŋ,itive,perfective
ðə́-kə́lc-á,ð,unmarked,infinitive
ðə́-kə́ĺc-á,ð,unmarked,infinitive
ðə̀-kə̀lc-í,ð,ventive,perfective
ðə̀-kə̀lc-ì,ð,itive,dependent
ðə̀-kə̀lc-à,ð,ventive,dependent
ðə̀-kə̀l̀c-í,ð,ventive,perfective
ðə̀-kə̀l̀c-ì,ð,itive,dependent
ðə̀-kə̀l̀c-à,ð,ventive,dependent
ð-á-kə́lc-à,ð,itive,imperfective
ð-á-kə́l̀c-à,ð,itive,imperfective
ð-á-kə̀lc-í,ð,ventive,imperfective
ð-á-kə̀l̀c-í,ð,ventive,imperfective
ð-à-kə́lc-ì,ð,itive,perfective
ð-à-kə́l̀c-ì,ð,itive,perfective
t̪ə̀-kə̀lc-í,t̪,ventive,perfective
t̪ə̀-kə̀lc-ì,t̪,itive,dependent
t̪ə̀-kə̀lc-à,t̪,ventive,dependent
t̪ə̀-kə̀l̀c-í,t̪,ventive,perfective
t̪ə̀-kə̀l̀c-ì,t̪,itive,dependent
t̪ə̀-kə̀l̀c-à,t̪,ventive,dependent
t̪-á-kə́lc-à,t̪,itive,imperfective
t̪-á-kə́l̀c-à,t̪,itive,imperfective
t̪-á-kə̀lc-í,t̪,ventive,imperfective
t̪-á-kə̀l̀c-í,t̪,ventive,imperfective
t̪-à-kə́lc-ì,t̪,itive,perfective
t̪-à-kə́l̀c-ì,t̪,itive,perfective
rə̀-kə̀lc-í,r,ventive,perfective
rə̀-kə̀lc-ì,r,itive,dependent
rə̀-kə̀lc-à,r,ventive,dependent
rə̀-kə̀l̀c-í,r,ventive,perfective
rə̀-kə̀l̀c-ì,r,itive,dependent
rə̀-kə̀l̀c-à,r,ventive,dependent
r-á-kə́lc-à,r,itive,imperfective
r-á-kə́l̀c-à,r,itive,imperfective
r-á-kə̀lc-í,r,ventive,imperfective
r-á-kə̀l̀c-í,r,ventive,imperfective
r-à-kə́lc-ì,r,itive,perfective
r-à-kə́l̀c-ì,r,itive,perfective
nə̀-kə̀lc-í,n,ventive,perfective
nə̀-kə̀lc-ì,n,itive,dependent
nə̀-kə̀lc-à,n,ventive,dependent
nə̀-kə̀l̀c-í,n,ventive,perfective
nə̀-kə̀l̀c-ì,n,itive,dependent
nə̀-kə̀l̀c-à,n,ventive,dependent
n-á-kə́lc-à,n,itive,imperfective
n-á-kə́l̀c-à,n,itive,imperfective
n-á-kə̀lc-í,n,ventive,imperfective
n-á-kə̀l̀c-í,n,ventive,imperfective
n-à-kə́lc-ì,n,itive,perfective
n-à-kə́l̀c-ì,n,itive,perfective
lə̀-kə̀lc-í,l,ventive,perfective
lə̀-kə̀lc-ì,l,itive,dependent
lə̀-kə̀lc-à,l,ventive,dependent
lə̀-kə̀l̀c-í,l,ventive,perfective
lə̀-kə̀l̀c-ì,l,itive,dependent
lə̀-kə̀l̀c-à,l,ventive,dependent
l-á-kə́lc-à,l,itive,imperfective
l-á-kə́l̀c-à,l,itive,imperfective
l-á-kə̀lc-í,l,ventive,imperfective
l-á-kə̀l̀c-í,l,ventive,imperfective
l-à-kə́lc-ì,l,itive,perfective
l-à-kə́l̀c-ì,l,itive,perfective
jə̀-kə̀lc-í,j,ventive,perfective
jə̀-kə̀lc-ì,j,itive,dependent
jə̀-kə̀lc-à,j,ventive,dependent
jə̀-kə̀l̀c-í,j,ventive,perfective
jə̀-kə̀l̀c-ì,j,itive,dependent
jə̀-kə̀l̀c-à,j,ventive,dependent
j-á-kə́lc-à,j,itive,imperfective
j-á-kə́l̀c-à,j,itive,imperfective
j-á-kə̀lc-í,j,ventive,imperfective
j-á-kə̀l̀c-í,j,ventive,imperfective
j-à-kə́lc-ì,j,itive,perfective
j-à-kə́l̀c-ì,j,itive,perfective
gə̀-kə̀lc-í,g,ventive,perfective
gə̀-kə̀lc-ì,g,itive,dependent
gə̀-kə̀lc-à,g,ventive,dependent
gə̀-kə̀l̀c-í,g,ventive,perfective
gə̀-kə̀l̀c-ì,g,itive,dependent
gə̀-kə̀l̀c-à,g,ventive,dependent
g-á-kə́lc-à,g,itive,imperfective
g-á-kə́l̀c-à,g,itive,imperfective
g-á-kə̀lc-í,g,ventive,imperfective
g-á-kə̀l̀c-í,g,ventive,imperfective
g-à-kə́lc-ì,g,itive,perfective
g-à-kə́l̀c-ì,g,itive,perfective
wáj-í,unmarked,itive,imperative
wàj-á,unmarked,ventive,imperative
ɲə̀-wàj-í,ɲ,ventive,perfective
ɲə̀-wàj-ì,ɲ,itive,dependent
ɲə̀-wàj-à,ɲ,ventive,dependent
ɲ-á-wáj-à,ɲ,itive,imperfective
ɲ-á-wàj-í,ɲ,ventive,imperfective
ɲ-à-wáj-ì,ɲ,itive,perfective
ŋə̀-wàj-í,ŋ,ventive,perfective
ŋə̀-wàj-ì,ŋ,itive,dependent
ŋə̀-wàj-à,ŋ,ventive,dependent
ŋ-á-wáj-à,ŋ,itive,imperfective
ŋ-á-wàj-í,ŋ,ventive,imperfective
ŋ-à-wáj-ì,ŋ,itive,perfective
ðə́-wáj-á,ð,unmarked,infinitive
ðə̀-wàj-í,ð,ventive,perfective
ðə̀-wàj-ì,ð,itive,dependent
ðə̀-wàj-à,ð,ventive,dependent
ð-á-wáj-à,ð,itive,imperfective
ð-á-wàj-í,ð,ventive,imperfective
ð-à-wáj-ì,ð,itive,perfective
t̪ə̀-wàj-í,t̪,ventive,perfective
t̪ə̀-wàj-ì,t̪,itive,dependent
